"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1774581512371122332","Sun Mar 31 23:36:17 +0000 2024","1","Jokowi be like : Ya Ndak Tahu jangan tanya saya ","1774581512371122332","","","in","","0","0","0","https://x.com/sabiwir1/status/1774581512371122332","1286275624055709699","sabiwir1"
"1774430664420630564","Sun Mar 31 23:35:28 +0000 2024","0","@KangManto123 @officialMKRI @jokowi @DPR_RI MAKJLEB NIHHHHHHHHHH","1774581308146282758","","KangManto123","in","","0","0","0","https://x.com/abdieabdie21831/status/1774581308146282758","1664035021999722496","abdieabdie21831"
"1773823482461307082","Sun Mar 31 23:34:35 +0000 2024","0","@IrawanRommi @Kimberley_PS08 Gimana ga dipecat lah belio menemukan anggaran yg ga beres di kemendikbud dan maraknya ijazah palsu Era jokowi org lurus emang pd diprcat Kecuali pecundang yg gabung sm rival https://t.co/Z4YBbR8RSm","1774581086322049211","https://pbs.twimg.com/media/GKCUF-KakAAsyJK.jpg","IrawanRommi","in","Dimana aja terserah ente","0","0","0","https://x.com/CaprionDeni/status/1774581086322049211","1100819856381771778","CaprionDeni"
"1774580854054101229","Sun Mar 31 23:33:40 +0000 2024","1","wuih @GesuriID ini kl tdk slh medianya @PDI_Perjuangan kan..... luar biasa tulisanya skrg? cc pak @jokowi","1774580854054101229","","","in","","0","0","0","https://x.com/Achmad_Misrin80/status/1774580854054101229","4514898620","Achmad_Misrin80"
"1774578278285860915","Sun Mar 31 23:32:50 +0000 2024","18","@RandomWorldWar Rudal penghancur legacy Jokowi","1774580646519906518","","RandomWorldWar","in","Di Hatimu","0","4","0","https://x.com/Y_D_Y_P/status/1774580646519906518","1501070844432650245","Y_D_Y_P"
"1774550273446572295","Sun Mar 31 23:28:41 +0000 2024","9","@124hmahHastuti1 Pak Jokowi dan pak Prabowo bakal ga nyenyak tidur","1774579601056100385","","124hmahHastuti1","in","Pasar Rebo, Indonesia","0","1","4","https://x.com/Rur0un1KingTuk/status/1774579601056100385","1469987417209720839","Rur0un1KingTuk"
"1774117123113332935","Sun Mar 31 23:28:26 +0000 2024","0","@nak_Negeri @jokowi ini gara2 uang yg ngalirnya kurang ke orang2 pemerintahan atau g ad yg dapat.","1774579538133221577","","nak_Negeri","in","","0","1","0","https://x.com/rafly14884820/status/1774579538133221577","1670002871931400193","rafly14884820"
"1774184268694179862","Sun Mar 31 23:27:31 +0000 2024","0","@exeroboto @ShenoWirang Maunya PDIP Ganjar didukung Jokowi karena besar kemungkinannya akan menang.Tapi Jokowi mendukung Prabowo makanya Ganjar cuma 16%. Itu penyebab pendukung 03 menghina merendahkan Jokowi dll.","1774579305273786525","","exeroboto","in","","0","0","0","https://x.com/SuryaWira88/status/1774579305273786525","2549499816","SuryaWira88"
"1774410054533521725","Sun Mar 31 23:26:37 +0000 2024","0","@oto_bento @KeretaCepatID @BudiKaryaS @CommuterLine @Dr_Moeldoko @jalur5_ @jokowi @KAI121 @kemenhub151 @kementan @CNNIndonesia @GM_MarKA @kegblgnunfaedh gak bakal ngaruh ni beda server udah","1774579081008631877","","oto_bento","in","","0","0","0","https://x.com/EAGAviation/status/1774579081008631877","1111565014794551296","EAGAviation"
"1774117123113332935","Sun Mar 31 23:22:35 +0000 2024","1","@nak_Negeri @jokowi Pura² nggak tau....alias tutup mata","1774578064061759985","","nak_Negeri","in","","0","1","0","https://x.com/JackLiandoz/status/1774578064061759985","1332977365966680064","JackLiandoz"
